frame_index,timestamp_ms
1366,23413.3
1367,23430.4
1368,23446.7
1369,23470.4
1370,23483
1371,23495.5
1372,23513.6
1373,23528.2
1374,23545.8
1375,23563.9
1376,23578
1377,23596.3
1378,23611.8
1379,23630.5
1380,23644.9
1381,23664.8
1382,23678.8
1383,23697.2
1384,23713.5
1385,23727.9
1386,23745.8
1387,23761.6
1388,23778.6
1389,23795.7
1390,23813.4
1391,23830.6
1392,23845.2
1393,23864.8
1394,23879.6
1395,23896.3
1396,23912.3
1397,23928.4
1398,23947.9
1399,23962.9
1400,23980.5
1401,23994.4
1402,24012
1403,24028.5
1404,24045.2
1405,24062.8
1406,24078.4
1407,24096.9
1408,24113.3
1409,24132
1410,24151.4
1411,24163.1
1412,24181.4
1413,24197.1
1414,24213.1
1415,24227.2
1416,24244.7
1417,24264
1418,24277
1419,24300.9
1420,24312.3
1421,24329.4
1422,24344.9
1423,24363
1424,24379.4
1425,24394.7
1426,24415.3
1427,24430.8
1428,24445.1
1429,24468.5
1430,24484.2
1431,24502.7
1432,24512.5
1433,24529.9
1434,24548.6
1435,24563.1
1436,24577.2
1437,24594.3
1438,24610.9
1439,24630.8
1440,24643.8
1441,24661.9
1442,24680.6
1443,24694.8
1444,24712.4
1445,24728.1
1446,24748.8
1447,24762.1
1448,24777.5
1449,24794.5
1450,24811.1
1451,24828.8
1452,24845.9
1453,24863.3
1454,24878.4
1455,24893.8
1456,24911.3
1457,24928.1
1458,24945.1
1459,24962
1460,24979
1461,24997.3
1462,25015.2
1463,25032.3
1464,25044.8
1465,25060.9
1466,25082.4
1467,25097.9
1468,25111.3
1469,25133
1470,25145.9
1471,25165.3
1472,25175.8
1473,25194.8
1474,25209.9
1475,25227.8
1476,25244.8
1477,25262.7
1478,25277.2
1479,25293.5
1480,25311.4
1481,25327.7
1482,25345.2
1483,25360.8
1484,25378.9
1485,25393.6
1486,25411.8
1487,25426.5
1488,25444.1
1489,25464.2
1490,25477.4
1491,25494.7
1492,25512.8
1493,25526.6
1494,25544.1
1495,25561.9
1496,25579.2
1497,25593.8
1498,25610.2
1499,25627.3
1500,25644.4
1501,25659.9
1502,25678.2
1503,25693.4
1504,25709.9
1505,25727.1
1506,25743.1
1507,25760.2
1508,25776.6
1509,25794.7
1510,25808.7
1511,25826.4
1512,25845
1513,25860.9
1514,25876.4
1515,25895
1516,25909.8
1517,25929
1518,25942.4
1519,25959.8
1520,25977.5
1521,25993.5
1522,26010.7
1523,26030.9
1524,26044
1525,26064.7
1526,26080.4
1527,26094.7
1528,26114.3
1529,26129
1530,26144.1
1531,26159.3
1532,26176.9
1533,26193.9
1534,26211.2
1535,26228.6
1536,26242.3
1537,26261.6
1538,26274.9
1539,26294.2
1540,26309.4
1541,26327
1542,26343.5
1543,26359
1544,26376.1
1545,26394.7
1546,26409.4
1547,26427.1
1548,26443.1
1549,26461.7
1550,26475.9
1551,26493.2
1552,26510.4
1553,26526.5
1554,26544.7
1555,26561.3
1556,26575
1557,26592.9
1558,26610.3
1559,26625.4
1560,26643.1
1561,26660.6
1562,26675.7
1563,26694.1
1564,26709.9
1565,26726.5
1566,26744
1567,26759.1
1568,26777.1
1569,26793.6
1570,26809.4
1571,26826.3
1572,26841.3
1573,26859.8
1574,26875.6
1575,26893.1
1576,26909.9
1577,26927.5
1578,26943.1
1579,26960.5
1580,26974.7
1581,26992.4
1582,27009.4
1583,27026.4
1584,27042.2
1585,27061.5
1586,27080.8
1587,27097.5
1588,27111.1
1589,27128.9
1590,27147.4
1591,27161.3
1592,27177.9
1593,27193.7
1594,27208.6
1595,27226.4
1596,27241.1
1597,27258.7
1598,27277.3
1599,27291.9
1600,27308.9
1601,27326.4
1602,27341
1603,27358.4
1604,27377.3
1605,27392.5
1606,27410.3
1607,27424.7
1608,27443.5
1609,27462.3
1610,27477.7
1611,27491.6
1612,27509.3
1613,27526.5
1614,27542.6
1615,27560.4
1616,27574.5
1617,27593.5
1618,27609.1
1619,27625.4
1620,27643.3
1621,27658
1622,27676.8
1623,27692.9
1624,27710
1625,27728.1
1626,27742.4
1627,27760.2
1628,27773.7
1629,27792.4
1630,27808.4
1631,27827.1
1632,27841.7
1633,27858.8
1634,27875.2
1635,27895.6
1636,27907
1637,27925.4
1638,27942.9
1639,27958.7
1640,27974.7
1641,27992.5
1642,28009.6
1643,28027.5
1644,28040.6
1645,28059.2
1646,28077
1647,28093
1648,28108.1
1649,28125.4
1650,28141.8
1651,28157.9
1652,28174.5
1653,28191.1
1654,28209.4
1655,28223.9
1656,28240.9
1657,28259.2
1658,28274.9
1659,28293.2
1660,28307.1
1661,28325
1662,28342.7
1663,28357
1664,28374.1
1665,28391.8
1666,28407.3
1667,28423.7
1668,28441.9
1669,28458.2
1670,28476.1
1671,28492.4
1672,28507.5
1673,28525
1674,28540.1
1675,28557.2
1676,28575.4
1677,28590.3
1678,28609.2
1679,28623.7
1680,28641
1681,28658.1
1682,28676.9
1683,28690.6
1684,28707
1685,28725.6
1686,28742.4
1687,28756.9
1688,28774.8
1689,28789.9
1690,28806.7
1691,28823.8
1692,28842.2
1693,28856.5
1694,28874.9
1695,28891.3
1696,28906.3
1697,28923.3
1698,28940.2
1699,28956.9
1700,28973.3
1701,28990.6
1702,29008.2
1703,29023
1704,29041.3
1705,29058.3
1706,29075
1707,29090.2
1708,29106.5
1709,29123.5
1710,29141.1
1711,29157
1712,29174.5
1713,29189.4
1714,29206.5
1715,29226.8
1716,29242.7
1717,29257
1718,29278
1719,29291.2
1720,29306.7
1721,29325.9
1722,29341.3
1723,29356.2
1724,29375.4
1725,29393.5
1726,29408.2
1727,29429.7
1728,29444.4
1729,29458.5
1730,29474.8
1731,29490.4
1732,29508.3
1733,29522.6
1734,29540.2
1735,29557.2
1736,29573.9
1737,29592.2
1738,29606.1
1739,29622.9
1740,29639.1
1741,29657
1742,29674.2
1743,29690.4
1744,29706.1
1745,29722.8
1746,29738.8
1747,29755.9
1748,29772.9
1749,29788.9
1750,29805.8
1751,29823
1752,29840.7
1753,29855.5
1754,29875.2
1755,29889.2
1756,29907
1757,29922.6
1758,29941.1
1759,29955.3
1760,29972.8
1761,29988.5
1762,30005.5
1763,30022.2
1764,30040.4
1765,30056.8
1766,30075
1767,30090.9
1768,30106.1
1769,30123.4
1770,30138.2
1771,30156
1772,30173
1773,30189.8
1774,30207.7
1775,30226.1
1776,30241.8
1777,30256.4
1778,30274.6
1779,30298.4
1780,30309.5
1781,30326
1782,30343.4
1783,30359.9
1784,30375.9
1785,30390.6
1786,30406.5
1787,30425.8
1788,30439.1
1789,30457.9
